Ind_ID,label,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members
5033916,1,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13015.0,-3647,1,0,0,0,,2
5036469,1,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20333.0,-1546,1,0,0,0,Drivers,2
5036590,1,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21055.0,-808,1,0,0,0,Drivers,2
5036660,1,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23835.0,365243,1,0,0,0,,2
5036795,1,M,Y,Y,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19175.0,-1285,1,0,1,0,Laborers,2
5041522,1,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,-16169.0,-855,1,1,1,0,,1
5042064,1,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,-16053.0,-7369,1,1,1,0,,4
5045888,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243,1,0,0,0,,1
5045894,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243,1,0,0,0,,1
5045895,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243,1,0,0,0,,1
5046324,1,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269,1,0,1,0,Low-skill Laborers,3
5046328,1,F,N,Y,1,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269,1,0,1,0,Low-skill Laborers,3
5047662,1,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18880.0,-4114,1,0,0,0,Accountants,3
5048300,1,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11091.0,-1161,1,0,0,0,Laborers,3
5048301,1,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11091.0,-1161,1,0,0,0,Laborers,3
5050603,1,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18327.0,-7288,1,1,0,0,Laborers,2
5050606,1,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18327.0,-7288,1,1,0,0,Laborers,2
5050671,1,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11610.0,-166,1,1,1,0,High skill tech staff,1
5051160,1,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9594.0,-866,1,0,0,0,Laborers,3
5051161,1,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9594.0,-866,1,0,0,0,Laborers,3
5052659,1,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564,1,0,0,1,IT staff,2
5052661,1,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564,1,0,0,1,IT staff,2
5052877,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915.0,-3366,1,0,0,0,Drivers,2
5052879,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915.0,-3366,1,0,0,0,Drivers,2
5052882,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915.0,-3366,1,0,0,0,Drivers,2
5053254,1,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18667.0,-2150,1,1,0,0,Managers,2
5054063,1,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,-1458,1,0,0,0,Drivers,3
5054068,1,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,-1458,1,0,0,0,Drivers,1
5054524,1,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16611.0,-8369,1,0,0,0,,4
5054525,1,F,N,N,2,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16611.0,-8369,1,0,0,0,,4
5058345,1,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,,1
5058348,1,F,N,Y,0,,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,,1
5058350,1,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,,1
5058352,1,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,,1
5058530,1,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242.0,-508,1,0,0,0,Sales staff,1
5058531,1,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242.0,-508,1,0,0,0,Sales staff,1
5058532,1,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,,-508,1,0,0,0,Sales staff,1
5061360,1,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,-20872.0,365243,1,0,0,0,,2
5061396,1,M,N,Y,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,-23423.0,365243,1,0,0,0,,2
5061636,1,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21664.0,365243,1,0,1,0,,2
5061691,1,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-9122.0,-1567,1,0,0,1,Waiters/barmen staff,3
5062136,1,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12947.0,-137,1,0,0,0,Laborers,2
5062137,1,M,N,Y,1,,Working,Secondary / secondary special,Single / not married,House / apartment,-12947.0,-137,1,0,0,0,Laborers,2
5065348,1,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-15160.0,-3974,1,0,0,0,High skill tech staff,2
5065462,1,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19004.0,-1570,1,0,0,0,,2
5065518,1,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,-9510.0,-2878,1,0,0,0,Laborers,3
5068389,1,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,0,Sales staff,2
5068456,1,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13581.0,-2576,1,0,0,0,,2
5068651,1,,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905,1,0,0,0,Core staff,1
5069216,1,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-11210.0,-1724,1,1,0,0,Accountants,2
5069218,1,F,Y,Y,0,256500.0,Commercial associate,Higher education,Single / not married,House / apartment,-11210.0,-1724,1,1,0,0,Accountants,2
5069307,1,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15640.0,-1328,1,0,0,0,Core staff,2
5078820,1,F,N,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14476.0,-4987,1,0,0,0,High skill tech staff,4
5078945,1,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,-12253.0,-3496,1,1,0,0,,3
5078946,1,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,-12253.0,-3496,1,1,0,0,,3
5079166,1,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394,1,0,0,0,Laborers,2
5079167,1,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394,1,0,0,0,Laborers,2
5079168,1,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394,1,0,0,0,Laborers,2
5085886,1,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-18661.0,-1265,1,0,0,0,Managers,2
5089162,1,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-20264.0,-2531,1,1,1,0,Accountants,2
5089959,1,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755.0,-2105,1,0,0,0,,3
5090166,1,F,N,Y,1,675000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15452.0,-860,1,0,0,0,Security staff,2
5090214,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712.0,-217,1,0,0,0,Laborers,2
5090216,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712.0,-217,1,0,0,0,Laborers,2
5092087,1,M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17320.0,-535,1,0,0,0,Laborers,4
5092245,1,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22111.0,365243,1,0,0,0,,2
5092479,1,M,N,N,1,85500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15014.0,-6866,1,0,0,0,Core staff,3
5096527,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,-20012.0,-584,1,0,0,0,Core staff,1
5096528,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,-20012.0,-584,1,0,0,0,Core staff,1
5096743,1,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,-16803.0,-2227,1,1,1,0,Cleaning staff,1
5097065,1,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-18971.0,-8161,1,0,0,0,Managers,2
5100430,1,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16310.0,-613,1,0,0,0,Laborers,1
5105045,1,M,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22939.0,365243,1,0,0,0,,1
5105056,1,M,Y,N,0,,Commercial associate,Higher education,Single / not married,Municipal apartment,-11528.0,-606,1,0,1,1,High skill tech staff,1
5106077,1,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19764.0,-6944,1,0,0,0,Medicine staff,2
5113621,1,M,N,N,0,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,-19406.0,-346,1,0,0,0,Security staff,1
5113933,1,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23271.0,365243,1,0,1,0,,1
5113944,1,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23324.0,365243,1,0,1,0,,2
5114249,1,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,-11331.0,-1808,1,1,1,0,,3
5114253,1,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,-11331.0,-1808,1,1,1,0,,3
5115604,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,2
5115606,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,2
5115608,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,2
5115610,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,2
5115611,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,2
5116035,1,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,-14522.0,-863,1,1,0,0,Managers,1
5116036,1,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,-14522.0,-863,1,1,0,0,Managers,1
5116258,1,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17468.0,-7413,1,0,0,0,Core staff,6
5116301,1,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,,2
5116302,1,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,,2
5116304,1,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,,2
5116305,1,F,N,Y,0,,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,,2
5116906,1,M,Y,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15047.0,-7553,1,0,0,0,Core staff,2
5117313,1,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13022.0,-3931,1,1,1,0,Laborers,3
5117413,1,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22279.0,365243,1,0,1,0,,1
5118046,1,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23902.0,365243,1,0,1,0,,1
5118275,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,,2
5118278,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,,2
5118279,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,,2
5118280,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-21363.0,365243,1,0,0,0,,2
5118283,1,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,,2
5118541,1,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-18132.0,-1039,1,0,1,0,Laborers,2
5125289,1,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13939.0,-134,1,0,0,0,Laborers,2
5125299,1,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20846.0,365243,1,0,0,0,,2
5125708,1,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,-622,1,0,1,0,High skill tech staff,2
5125716,1,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,-622,1,0,1,0,High skill tech staff,2
5125761,1,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-18020.0,-1595,1,0,0,0,Cooking staff,1
5125763,1,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13030.0,-1626,1,0,1,0,Laborers,3
5125934,1,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,-9862.0,-1868,1,1,0,0,Sales staff,4
5126278,1,,N,N,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21244.0,365243,1,0,0,0,,2
5135344,1,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,Security staff,2
5135345,1,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,Security staff,2
5135346,1,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,Security staff,2
5135485,1,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1
5135487,1,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1
5135636,1,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,-18836.0,-931,1,1,1,0,Laborers,2
5135990,1,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10430.0,-900,1,0,0,0,Managers,2
5135991,1,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10430.0,-900,1,0,0,0,Managers,2
5142183,1,M,Y,Y,2,,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,Managers,4
5142184,1,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,Managers,4
5142185,1,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,Managers,4
5142361,1,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16204.0,-925,1,1,1,0,Drivers,3
5142362,1,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16204.0,-925,1,1,1,0,Drivers,3
5142456,1,F,N,N,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,Core staff,1
5142458,1,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,Core staff,1
5142459,1,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,Core staff,1
5143342,1,M,N,N,1,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12946.0,-2418,1,0,0,1,Laborers,3
5145690,1,F,N,Y,0,306000.0,Pensioner,Higher education,Married,House / apartment,-21590.0,365243,1,0,0,0,,2
5145817,1,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22011.0,365243,1,0,0,0,,2
5146005,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10177.0,-189,1,0,0,1,Managers,1
5146079,1,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-12723.0,-1132,1,1,1,0,Sales staff,3
5146167,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20296.0,-1770,1,0,0,0,Security staff,2
5146444,1,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-14394.0,-919,1,0,1,0,Managers,1
5148932,1,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,-17209.0,-1081,1,0,0,0,Security staff,2
5148934,1,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,-17209.0,-1081,1,0,0,0,Security staff,2
5149188,1,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-9847.0,-502,1,0,1,1,Core staff,3
5149190,1,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-9847.0,-502,1,0,1,1,Core staff,3
5149192,1,,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-9847.0,-502,1,0,1,1,Core staff,3
5149828,1,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17348.0,-2420,1,0,0,0,Managers,2
5149834,1,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12387.0,-1325,1,0,1,1,Medicine staff,2
5149838,1,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,-12387.0,-1325,1,0,1,1,Medicine staff,2
5118538,0,F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15749.0,-6367,1,1,1,0,Cleaning staff,3
5069057,0,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762.0,-2484,1,0,0,0,Laborers,2
5066689,0,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12946.0,-341,1,0,1,1,Sales staff,2
5086062,0,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20542.0,-9422,1,0,1,0,Core staff,2
5113717,0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16415.0,-3054,1,0,0,1,Private service staff,3
5066765,0,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14550.0,-2987,1,0,0,0,Sales staff,3
5105227,0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17365.0,-2128,1,0,0,0,Laborers,2
5054648,0,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24238.0,365243,1,0,0,0,,1
5067187,0,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11432.0,-820,1,1,0,0,Core staff,2
5105818,0,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22072.0,365243,1,0,1,0,,2
5033574,0,F,Y,Y,1,,Working,Secondary / secondary special,Married,House / apartment,-14222.0,-141,1,1,1,0,Cooking staff,3
5125478,0,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661.0,365243,1,0,0,0,,2
5046340,0,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,-10581.0,-1692,1,1,0,0,,3
5054058,0,,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-15045.0,-4686,1,0,1,0,Managers,3
5022326,0,M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-21503.0,-1674,1,0,0,1,Core staff,2
5065764,0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746.0,-693,1,0,0,0,,1
5067849,0,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14756.0,-567,1,0,0,0,,1
5097169,0,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731.0,-885,1,0,0,0,Sales staff,1
5048583,0,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21579.0,365243,1,0,0,0,,2
5115566,0,M,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16491.0,365243,1,0,0,0,,2
5052722,0,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21875.0,365243,1,0,0,0,,2
5067723,0,F,N,Y,1,337500.0,Working,Academic degree,Single / not married,House / apartment,-12555.0,-2769,1,0,0,0,,2
5056077,0,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12154.0,-1547,1,0,0,0,Core staff,2
5022275,0,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646.0,365243,1,0,0,0,,2
5143016,0,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-14542.0,-3179,1,0,0,0,Laborers,2
5066709,0,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24511.0,365243,1,0,0,0,,1
5021445,0,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,With parents,-13315.0,-5204,1,1,1,0,Core staff,2
5053592,0,F,N,Y,1,117000.0,Working,Lower secondary,Widow,House / apartment,-17633.0,-3072,1,0,1,0,,2
5116163,0,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9899.0,-320,1,0,0,0,Security staff,4
5041273,0,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,-19298.0,-2469,1,0,0,0,,1
5066627,0,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,,-583,1,0,0,0,,2
5125399,0,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10066.0,-834,1,0,0,0,Laborers,2
